uri,publication_date,buyer,cpv,amount,currency,contractors
http://ted.europa.eu/udl?uri=TED:NOTICE:295116-2020:TEXT:RO:HTML,20200625,"Ministerul Apărării – Unitatea Militară 02464 București, 4364675, Drumul Taberei nr. 7G, sector 6, Bucureşti, 061416, Alexandra Ioniță, +40 213195851, achizitii02464@mapn.ro, +40 213195851, https://cfzb.mapn.ro, www.e-licitatie.ro",18424300,924000,RON,"S.C. Navitech It Concept S.R.L., RO 9693687, Str. Ep. Sulyok nr. 12, Oradea, +4 0755240335, andrada@navitech-it.ro, www.e-licitatie.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:295124-2020:TEXT:LT:HTML,20200625,"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos, 135163499, Eivenių g. 2, Kaunas, LT-50161, Asta Naujokaitienė, +370 37326124, asta.naujokaitiene@kaunoklinikos.lt, +370 37326427, http://www.kaunoklinikos.lt, https://pirkimai.eviesiejipirkimai.lt/ctm/Company/CompanyInformation/Index/2153",33621100,51240.00,EUR,"UAB „Limedika“, 134056779, Ramučiai, Kauno r."
http://ted.europa.eu/udl?uri=TED:NOTICE:295161-2020:TEXT:LT:HTML,20200625,"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos, 135163499, Eivenių g. 2, Kaunas, LT-50161, Asta Naujokaitienė, +370 37326124, asta.naujokaitiene@kaunoklinikos.lt, +370 37326427, http://www.kaunoklinikos.lt, https://pirkimai.eviesiejipirkimai.lt/ctm/Company/CompanyInformation/Index/2153",33192120,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:295197-2020:TEXT:CS:HTML,20200625,"Zdravotní ústav se sídlem v Ústí nad Labem, 71009361, Moskevská 1531/15, Ústí nad Labem, 400 01, Ing. Josef Staněk, +420 477751150, josef.stanek@zuusti.cz, www.zuusti.cz, https://www.egordion.cz/nabidkaGORDION/profilZdravotni-ustav-Usti-nad-Labe",33694000,9424182.00,CZK,"Siemens Healthcare, s.r.o., 04179960, Siemensova 2715/1, Praha, 155 00, Medisco Praha, s.r.o., 63986621, U zeměpisného ústavu 684/4, Praha, 160 00, TestLine Clinical Diagnostics, s.r.o., 47913240, Křižíkova 188/68, Brno, 612 00, The Binding Site, s.r.o., 29021600, Sinkulova 682/55, Praha, 147 00, TestLine Clinical Diagnostics, s.r.o., 47913240, Křižíkova 188/68, Brno, 612 00"
http://ted.europa.eu/udl?uri=TED:NOTICE:295251-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand, CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,1167250,EUR,"Cdiscount, 75332291600036, 120 quai de Bacalan, Bordeaux, 33300"
http://ted.europa.eu/udl?uri=TED:NOTICE:295252-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,1640000,EUR,"SAS Impex food, 75332291600036, 116 avenue de la Roubine, Cannes, 06150"
http://ted.europa.eu/udl?uri=TED:NOTICE:295255-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 Esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,138000,EUR,"ONE UP, 85392690500011, 49, rue Archimède, Sainte-Hélène-du-Lac, 73800"
http://ted.europa.eu/udl?uri=TED:NOTICE:295261-2020:TEXT:BG:HTML,20200625,"Община Варна, 000093442, бул. „Генерал Колев“ № 92, ет. 5, Варна, 9000, Звездалина Иванова, +359 52820839, op@varna.bg, +359 52820846, www.varna.bg, http://it.varna.bg:4481/ZopView.aspx?DosieID=1034",18143000,130189.67,BGN,"„Паладиум“ ЕООД, 831615024, ул. „Васил Левски“ № 1А, с. Казичене, 1532, +359 29047456, procurement@palltex.com, +359 29047456, „Смарт Бизнес Къмпани“ ЕООД, 201741844, бул. „Столетов“ № 127, ет. 1, ап. 1, Габрово, 5300, +359 889067777, office@smartbusiness.bg, +359 889067777"
http://ted.europa.eu/udl?uri=TED:NOTICE:295290-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,6750,EUR,"CV Pack, 44033591700066, rue de la Constituante, St-Chamond, 42400, https://cvpack.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:295294-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 Esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,6300,EUR,"Cantal reprographie, 40956408500119, Rue Ambroise Paré ZAC du Puy d'Esban, Ytrac, 15130"
http://ted.europa.eu/udl?uri=TED:NOTICE:295295-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,4237,EUR,"Chaumeil Centre France, 40003100100011, 67 boulevard Côte Blatin, Clermont-Ferrand, 63000, https://groupechaumeil.fr/chaumeil/imprimerie-clermont-ferrand/"
http://ted.europa.eu/udl?uri=TED:NOTICE:295303-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,39000,EUR,"Aggée, 79494897600012, 214 route de la Bâtie Rolland, Sauzet, 26740"
http://ted.europa.eu/udl?uri=TED:NOTICE:295304-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,6100,EUR,"SARL Avenir Plast, 39920818000030, route des Terres Blanches, zone industrielle de la Ponchonnière, Savigny, 69210, https://www.avenirplast.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:295306-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,2230000,EUR,"BIFP, 81322624800033, 57 rue des Acacias, zone industrielle des Salines Royales, Moutiers, 73600"
http://ted.europa.eu/udl?uri=TED:NOTICE:295321-2020:TEXT:SK:HTML,20200625,"Hornooravská nemocnica s poliklinikou Trstená, 00634891, Mieru 549/16, Trstená, 028 01, Ing. Pavol Námešný, +421 415032464, pavol.namesny@zilinskazupa.sk, http://www.nsptrstena.sk, http://www.uvo.gov.sk/vyhladavanie-profilov/detail/1539, § 7 ods.1 písm. d)",33100000,461925.67,EUR,"Unique Medical s. r. o., 46729429, Ulica svornosti 42, Bratislava, 821 06, Unique Medical s. r. o., 46729429, Ulica svornosti 42, Bratislava, 821 06, iTech medical s.r.o., 50803298, Moravské Lieskové 411, Moravské Lieskové, 916 42, info@itechmedical.sk, BMT, s.r.o., 31444571, Pod Párovcami 7271/165, Piešťany, 921 01, bmt@isternet.sk"
http://ted.europa.eu/udl?uri=TED:NOTICE:295330-2020:TEXT:NL:HTML,20200625,"Veiligheidsregio Haaglanden, 6009372, Dedemsvaartweg 1, Den Haag, 2505 CD, Sanne van der Burg, inkoop.aanbestedingen@vrh.nl, http://www.vrh.nl",18100000,0.01,EUR,"Hobrand bv/Holugt-Sauer, 11029400, Morsestraat 17, Tiel, 4004 JP, +310 344663344, info@hobrand-algebra.nl, +310 344630640, http://www.hobrand-algebra.nl, Safety Masters, 17157979, Lage Dijk 24 a, Helmond, 5705 BZ, +31 492474043, info@safetymasters.nl, +31 492474914, http://www.safetymasters.nl, Hobrand bv/Holugt-Sauer, 11029400, Morsestraat 17, Tiel, 4004 JP, +310 344663344, info@hobrand-algebra.nl, +310 344630640, http://www.hobrand-algebra.nl"
http://ted.europa.eu/udl?uri=TED:NOTICE:295336-2020:TEXT:RO:HTML,20200625,"Spital Clinic Județean de Urgență Oradea, 4208498, Str. Republicii nr. 37, Oradea, 410159, Bogdan Nicolae Iurcov, +40 259434406, scjo.achizitii@yahoo.com, +40 259417169, www.spitaluljudetean-oradea.ro/web/, www.e-licitatie.ro, Alt tip",33694000,68970,RON,"Medist Life Science S.R.L., 24205119, Str. Ion Urdăreanu nr. 34, București, 050688, +40 214103033, georgiana.marinescu@medist.ro, +40 214103038, www.medist-lifescience.ro, Medist Life Science S.R.L., 24205119, Str. Ion Urdăreanu nr. 34, Bucuresti, 050688, +40 214103033, georgiana.marinescu@medist.ro, +40 214103038, www.medist-lifescience.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:295342-2020:TEXT:RO:HTML,20200625,"Spital Clinic Județean de Urgență Oradea, 4208498, Str. Republicii nr. 37, Oradea, 410159, Bogdan Nicolae Iurcov, +40 259434406, scjo.achizitii@yahoo.com, +40 259417169, www.spitaljudetean-oradea.ro, www.e-licitatie.ro, Alt tip",33694000,563976,RON,"DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro, DG Diagnostics S.R.L., RO 14600277, Str. Mănăştur nr. 70, Cluj-Napoca, 400658, +40 264427677, office.dgd@dgis.ro, +40 264427677, www.domeniu.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:295347-2020:TEXT:RO:HTML,20200625,"Spital Clinic Județean de Urgență Oradea, 4208498, Str. Republicii nr. 37, Oradea, 410159, Bogdan Nicolae Iurcov, +40 259434406, scjo.achizitii@yahoo.com, +40 259417169, www.spitaljudetean-oradea.ro, www.e-licitatie.ro, Alt tip",33694000,3462321.52,RON,"Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro, Mediplus Exim, RO 9311280, Str. Ciobanului nr. 133, Mogoșoaia, 077135, +40 213017464, ionela.tudorache@adpharma.com, +40 213017474, http://www.mediplus.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:295354-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,162000,EUR,"Chemical Protect, 83090120300026, 391 route de Strasbourg, Miribel, 01700, https://www.chemical-protect.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:295374-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,790000,EUR,"Unifirst, 40929701700033, Zone industrielle de la Borie 2, Monistrol-sur-Loire, 43120"
http://ted.europa.eu/udl?uri=TED:NOTICE:295398-2020:TEXT:FR:HTML,20200625,"Région Auvergne Rhône Alpes, 200 053 767 00014, 1 Esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,329444.70,EUR,"Équinox, Hillier Saint-Sheung-Wan, Hong-Kong"
http://ted.europa.eu/udl?uri=TED:NOTICE:295416-2020:TEXT:FR:HTML,20200625,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 Esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,365500,EUR,"Grace champ limited, 2318 Leighton Centre 77 Leighton Road, Hong Kong"
http://ted.europa.eu/udl?uri=TED:NOTICE:295742-2020:TEXT:DE:HTML,20200625,"Universitätsklinikum Augsburg, Stenglinstr. 2, Augsburg, 86156, Vergabestelle, +49 8214004280, vergabestelle@uk-augsburg.de, +49 8214003300, www.uk-augsburg.de",33192120,1,EUR,"Stiegelmeyer GmbH & Co. KG, Ackerstr. 42, Herford, 32051"
http://ted.europa.eu/udl?uri=TED:NOTICE:297960-2020:TEXT:EN:HTML,20200625,"Stiftelsen Tradebroker, 960 479 777, Grenseveien 82, Oslo, 0663, Endre Klungland, +47 22886070, endre@tradebroker.no, http://www.tradebroker.no, https://eu.eu-supply.com/ctm/Company/CompanyInformation/Index/63761, Airport related activities, electricity, railway transport",18100000,225000000.00,NOK,"Tranemo Workwear AS, NO990832129MVA, Dueveien 7 PB 17, Frogner, 2016, +47 90723000, paal@tww.no, +47 63820950, Wenaas Workwear AS, NO976502132MVA, Voll, Måndalen, 6386, +47 91852239, stian.martinsen@wenaas.no"
http://ted.europa.eu/udl?uri=TED:NOTICE:298063-2020:TEXT:EN:HTML,20200625,"Department of Health and Social Care, 39 Victoria Street, London, SW1H 0EU, +44 2072104850, procurement.operations@dhsc.gov.uk, https://www.gov.uk/government/organisations/department-of-health-and-social-care",35113410,3832500,GBP,"Trade Market Direct Ltd, Hove"
http://ted.europa.eu/udl?uri=TED:NOTICE:298064-2020:TEXT:EN:HTML,20200625,"Department of Health and Social Care, 39 Victoria Street, London, SW1H 0EU, +44 2072104850, procurement.operations@dhsc.gov.uk, https://www.gov.uk/government/organisations/department-of-health-and-social-care",35113410,5600000.00,GBP,"Yearntree Ltd TA Deflecto, Newport"
http://ted.europa.eu/udl?uri=TED:NOTICE:298065-2020:TEXT:EN:HTML,20200625,"Department of Health and Social Care, 39 Victoria Street, London, SW1H 0EU, +44 2072104850, Procurement.operations@dhsc.gov.uk, https://www.gov.uk/government/organisations/department-of-health-and-social-care",35113410,6600000.00,GBP,"Firstaid4sport Ltd, Lincoln"
http://ted.europa.eu/udl?uri=TED:NOTICE:298069-2020:TEXT:EN:HTML,20200625,"Department of Health and Social Care, 39 Victoria Street, London, SW1H 0EU, +44 2072104850, procurement.operations@dhsc.gov.uk, https://www.gov.uk/government/organisations/department-of-health-and-social-care",35113410,69600000,GBP,"Uniserve Ltd, Essex"
http://ted.europa.eu/udl?uri=TED:NOTICE:298933-2020:TEXT:DE:HTML,20200626,"Republik Österreich (Bund), Stubenring 1, Wien, 1010, II/5, +43 171100-0, POST.Vergaben@bmdw.gv.at, www.bmdw.gv.at",35113400,152685,EUR,"Meditrade GmbH, Registergericht Traunstein, HRB 5910, Medipark 1, Kiefersfelden, 83088, www.meditrade.de"
http://ted.europa.eu/udl?uri=TED:NOTICE:298979-2020:TEXT:FR:HTML,20200626,"Ville de Saint-Denis, 2 place Victor Hugo — BP 269, Saint-Denis Cedex 01, 93205, Sonia Lawson-Body, chargée de marchés, +33 149336879, mp_achats@ville-saint-denis.fr, http://www.ville-saint-denis.fr, http://Marches.maximilien.fr",18000000,980000,EUR,"Henri Bricout SA, 68 rue des Gravilliers, Paris, 75003, SAS Lyreco France, rue Alphonse Terroir, Marly, 59770, Sentinel SAS, 74 rue Villebois-Mareuil, Gennevilliers, 92230"
http://ted.europa.eu/udl?uri=TED:NOTICE:298993-2020:TEXT:PL:HTML,20200626,"Powiatowy Szpital im. Władysława Biegańskiego w Iławie, ul. gen. Wł. Andersa 3, Iława, 14-200, Leszek Błaszkowski, +48 896449803, dzp@szpital.ilawa.pl, +48 896492425, www.szpital.ilawa.pl, https://platformazakupowa.pl/pn/szpital_ilawa",33157400,243000.00,PLN,"Comamed Anna Polarczyk ul. Górska 1a, 43-300 Bielsko-Biała, 43-300, Bielsko-Biała"
http://ted.europa.eu/udl?uri=TED:NOTICE:299036-2020:TEXT:ES:HTML,20200626,"Gerencia de Atención Especializada Hospital Universitario Río Hortega de Valladolid, Q4777001A, C/ Dulzaina, 2, Valladolid, 47012, Gerencia de Atención Especializada Hospital Universitario Río Hortega de Valladolid, vhernando@saludcastillayleon.es, https://contrataciondelestado.es, https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=X2uEM8nkJsUQK2TEfXGy%2BA%3D%3D",33157400,249048.86,EUR,"Getinge Group Spain, S. L., B82736471, C/ Marie Curie, 5, edificio Alfa, 6.ª planta, Madrid, 28521"
http://ted.europa.eu/udl?uri=TED:NOTICE:299068-2020:TEXT:FR:HTML,20200626,"Ville de Saint-Maur-des-Fossés, 21940068600016, place de l'Hôtel de Ville, Saint-Maur-des-Fossés, 94100, +33 145116579, Marches.publics@mairie-saint-maur.com, +33 145116573, https://stmaur-marches.achatpublic.com, https://www.achatpublic.com/sdm/ent/gen/index.jsp",18100000,920000,EUR,"Société Créa Top, BP 40, 15 rue Alphonse Beau de Rochas, Cormeilles-en-Parisis, 95240, Creatop@creatop.fr, https://www.creatop.fr/, Société Créa Top, BP 40, 15 rue Alphonse Beau de Rochas, Cormeilles-en-Parisis, 95240, Creatop@creatop.fr, https://www.creatop.fr/, Société Créa Top, BP 40 15, rue Alphonse Beau de Rochas, Cormeilles-en-Parisis, 95240, Creatop@creatop.fr, https://www.creatop.fr/, Société Créa Top, BP 40 15, rue Alphonse Beau de Rochas, Cormeilles-en-Parisis, 95240, Creatop@creatop.fr, https://www.creatop.fr/"
http://ted.europa.eu/udl?uri=TED:NOTICE:299069-2020:TEXT:DE:HTML,20200626,"Kreisverwaltung Ennepe-Ruhr, Hauptstr. 92, Schwelm, 58332, +49 2336/932004/2007, vergabestelle@en-kreis.de, +49 2336/9312004/2007, http://www.enkreis.de",33157400,349221.84,EUR,"Regina Lange Medizintechnik, Dortmund"
http://ted.europa.eu/udl?uri=TED:NOTICE:299167-2020:TEXT:CS:HTML,20200626,"Zdravotní ústav se sídlem v Ostravě, 71009396, Partyzánské náměstí 2633/7, Moravská Ostrava, Ostrava, 702 00, Jana Šuchmová, +420 596200150, jana.suchmova@zuova.cz, http://www.zuova.cz, https://www.egordion.cz/nabidkaGORDION/profilzuova",33694000,277200.00,CZK,"BioVendor - Laboratorní medicína, a.s., 28233492, Karásek 1767/1, Řečkovice, Brno, 621 00, info@biovendor.cz"
http://ted.europa.eu/udl?uri=TED:NOTICE:299173-2020:TEXT:RO:HTML,20200626,"Oficiul Naţional pentru Achiziţii Centralizate, 39983313, Str. Libertăţii nr. 16, sector 5, Bucureşti, 050706, Carmen Adriana Covaci, +40 213113809, onac@onac.gov.ro, WWW.ONAC.GOV.RO",33157400,810000,EUR,"Drager Medical România, RO 2836925, Str. Daniel Danielopolu nr. 42, sector 1, București, 014314, +40 212331060, Loredana.Toderas@draeger.com, +40 212331130"
http://ted.europa.eu/udl?uri=TED:NOTICE:299182-2020:TEXT:RO:HTML,20200626,"Oficiul Național pentru Achiziții Centralizate, 39983313, Str. Libertăţii nr. 16, sector 5, Bucureşti, 050706, Carmen Adriana Covaci, +40 213113809, onac@onac.gov.ro, WWW.ONAC.GOV.RO",33157400,660000,EUR,"Alpha Medical, RO 13878004, Str. Sandu-Aldea Constantin nr. 22, sector 1, București, 012065, +40 766666114/+40 764402347, licitatii@alphamedical.ro, www.alphamedical.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:299191-2020:TEXT:HU:HTML,20200626,"Nemzeti Élelmiszerlánc-biztonsági Hivatal, EKRSZ_15602086, Keleti Károly utca 24., Budapest, 1024, Takács Mária, +36 13369121, kozbeszerzes@nebih.gov.hu, +36 17002293, https://www.nebih.gov.hu/, Élelmiszerbiztonság",33694000,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:299310-2020:TEXT:ES:HTML,20200626,"Gerencia de Atención Especializada, Hospital Universitario Río Hortega de Valladolid, Q4777001A, C/ Dulzaina, 2, Valladolid, 47012, Gerencia de Atención Especializada, Hospital Universitario Río Hortega de Valladolid, vhernando@saludcastillayleon.es, https://contrataciondelestado.es, https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=X2uEM8nkJsUQK2TEfXGy%2BA%3D%3D",33157400,249048.86,EUR,"Getinge Group Spain, S. L., B82736471, C/ Marie Curie, 5, edificio Alfa, 6.ª planta, Madrid, 28521"
http://ted.europa.eu/udl?uri=TED:NOTICE:300195-2020:TEXT:RO:HTML,20200626,"Delgaz Grid S.A., RO10976687, Str. Pandurilor nr. 42, Târgu Mureș, 540554, Erwin Wagner, +40 365403677, mariana.fisca@delgaz-grid.ro, +40 365403693, www.delgaz-grid.ro, www.e-licitatie.ro",18143000,337280,RON,"Job Design, RO16554665, Str. Apicultorilor nr. 8, Târgu Mureș, 540514, +40 740978857, mclaudiu70@yahoo.com, +40 265323889, S.C. Job Design S.R.L., RO 16554665, Str. Apicultorilor nr. 8, Târgu Mureș, +40 740978857, mclaudiu70@yahoo.com, +40 265323889, www.jobdesign.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:300422-2020:TEXT:EN:HTML,20200626,"Police Service of Northern Ireland (PSNI), Belfast, CPD Justice Sector Procurement, justice.cpd@finance-ni.gov.uk, https://www.psni.police.uk",35113400,140000.00,GBP,"Withheld for Security Reasons — Information will be made to the Commission upon request, Withheld for Security Reasons"
http://ted.europa.eu/udl?uri=TED:NOTICE:301240-2020:TEXT:PL:HTML,20200629,"Wojewódzki Szpital Specjalistyczny w Legnicy, ul. Iwaszkiewicza 5, Legnica, 59-220, Wojewódzki Szpital Specjalistyczny w Legnicy, 59-220 Legnica, ul. Iwaszkiewicza 5, +48 767211126, zam.publiczne@szpital.legnica.pl, +48 767211127, www.szpital.legnica.pl, https://platformazakupowa.pl/pn/szpital_legnica",33694000,1144910.44,PLN,"Becton Dickinson Polska sp. z o.o., ul. Osmańska 14, Warszawa, Panią Grażyną Konecką, prowadząca działalność gospodarczą pod firmą Grażyna Konecka Diag-Med, ul. Stanisława 50, Pruszków"
http://ted.europa.eu/udl?uri=TED:NOTICE:301274-2020:TEXT:PL:HTML,20200629,"Województwo Świętokrzyskie, Urząd Marszałkowski Województwa Świętokrzyskiego, al. IX Wieków Kielc 3, Kielce, 25-516, Marzena Adamczyk, +48 413421901, marzena.adamczyk@sejmik.kielce.pl, +48 413445723, https://www.swietokrzyskie.pro/",35113400,2145934.96,PLN,"„Dentech” Edward Szczęch i Spółka, spółka jawna, ul. Wyspiańskiego 36, Rzeszów, 35-111, Przedsiębiorstwo Produkcyjno-Handlowe „Alison” Agata Orłowska, ul. Skrajna 78G, Kielce, 25-650, Przedsiębiorstwo Handlowo-Usługowe „Anmar” Sp. z o.o. Sp.k., ul. Strefowa 22, Tychy, 43-100"
http://ted.europa.eu/udl?uri=TED:NOTICE:301322-2020:TEXT:FR:HTML,20200629,"Département de la Charente-Maritime, 85, boulevard de la République — CS 60003, La Rochelle, 17076, +05 46317535, proceduredemat.marches@charente-maritime.fr, +05 46317544, www.charente.maritime.org, www.achatpublic.com",18143000,68200.00,EUR,"Sereniseat, Rochefort"
